Loss,MSE,DTW,TDI
DILATE,0.5186214263622577,1.7624195648780967,0.393986568986569
MSE,0.34952424695858586,1.809674368427171,0.3719322344322344
SOFT DTW,0.9617079037886399,1.7910663026128222,1.1301968864468863
