Loss,MSE,DTW,TDI
DILATE,0.48127458605449647,1.870083727312447,0.49081177113702623
MSE,0.39290521532529965,2.092833678585066,0.5599099028562318
SOFT DTW,1.5151617233641446,1.8303625799822765,2.5792964479318514
