Loss,MSE,DTW,TDI
DILATE,0.6068217846063467,1.8223144522320993,0.4008394383394383
MSE,0.36051605756466204,1.8401076855210787,0.4033310439560439
SOFT DTW,1.1461763565356915,1.7940772007813062,2.6003319597069594
