Loss,MSE,DTW,TDI
DILATE,0.4841706433799118,1.8469598054697818,0.4605418925382653
MSE,0.44500562333269045,2.165491698772996,0.6202277269724854
SOFT DTW,1.4106557192280889,1.8546955983482625,2.554400083135933
