Loss,MSE,DTW,TDI
DILATE,1.0098062753677368,2.391306514546743,0.7214781746031746
MSE,0.5992276817560196,2.5134306666359683,0.9779885912698412
SOFT DTW,0.9925702065229416,2.360821341160172,0.4528149801587302
