Loss,MSE,DTW,TDI
DILATE,0.5328971055837778,1.8364970243408154,0.3738476800976801
MSE,0.3637537635289706,1.8416197645417793,0.4015453296703297
SOFT DTW,0.9916664086855375,1.7508480620970863,1.6114659645909646
