Loss,MSE,DTW,TDI
DILATE,0.016523868823423982, 0.15262660163976122,1.8576700000000002
MSE,0.01348367496393621,0.26845104057777375,1.8686600000000002
SOFT DTW,0.025746583566069604,0.1487289653749599,1.77745
