Loss,MSE,DTW,TDI
DILATE,0.42705278587527573,1.884618644695843,0.4627932534620991
MSE,0.41224707779474556,2.160091202715135,0.5344004817328717
SOFT DTW,0.7487413012422621,1.9602861990927318,0.7329300860969388
