Loss,MSE,DTW,TDI
DILATE,0.017773428838700055,0.24569688862208613,1.3571200000000003
MSE,0.012300164485350252,0.2456369275899432,1.8035849999999995
SOFT DTW,0.021006056107580662,0.1527217686340505,1.9154449999999996
