Loss,MSE,DTW,TDI
DILATE,0.01638287752866745,0.22671272569133447,1.4917500000000001
MSE,0.012717535486444831,0.27571830436350603,1.5789349999999998
SOFT DTW,0.016750924196094273,0.1537967607151089,1.8010949999999997
