Loss,MSE,DTW,TDI
DILATE,0.5430869597655076,1.834340376647809,0.4378205128205129
MSE,0.3570281977836902,1.8177439553819699,0.3978479853479853
SOFT DTW,1.2682499610460722,1.9654864582454907,2.6887248168498163
